url,titlu,autor,imagine,pret,"pret vechi","id extern"
"Excel 2023. Curs pentru incepatori - Vlad Tudor",https://cdn4.libris.ro/img/pozeprod/28895/28894285-1-small-1.jpg,28894285
"Programarea in limbajul C/C++ pentru liceu Vol.1 - Emanuela Cerchez, Marinel Serban",https://cdn4.libris.ro/img/pozeprod/27203/27202315-1-small-1.jpg,27202315
"Curs de programare in Python3 Vol.1: Fundamente pentru incepatori - Vlad Tudor",https://cdn4.libris.ro/img/pozeprod/28895/28894208-1-small-1.jpg,28894208
"Curs de programare in Python3 Vol.2: Structuri de date si algoritmi - Vlad Tudor",https://cdn4.libris.ro/img/pozeprod/28895/28894040-1-small-1.jpg,28894040
"Programarea in limbajul C/C++ pentru liceu Vol.3 - Emanuela Cerchez, Marinel Serban",https://cdn4.libris.ro/img/pozeprod/624/623977-1-small-1.jpg,623977
"Java de la 0 la expert - Stefan Tanasa, Cristian Olaru, Stefan Andrei",https://cdn4.libris.ro/img/pozeprod/376/375177-1-small-1.jpg,375177
"Programarea in limbajul C/C++ pentru liceu Vol.2 - Emanuela Cerchez, Marinel Serban",https://cdn4.libris.ro/img/pozeprod/28541/28540981-1-small-1.jpg,28540981
"Autocad-ul in trei timpi - Mircea Badut",https://cdn4.libris.ro/img/pozeprod/24393/24392669-1-small-1.jpg,24392669
"Programarea in limbajul C/C++ pentru liceu Vol.4 - Emanuela Cerchez, Marinel Serban",https://cdn4.libris.ro/img/pozeprod/690/689987-1-small-1.jpg,689987
"Analiza datelor cu Microsoft Excel - Mihaela Oleksik , Liviu Rosca",https://cdn4.libris.ro/img/pozeprod/29141/29140601-1-small-1.jpg,29140601
"Limbajul C# pentru incepatori. Vol.5 - Liviu Negrescu, Lavinia Negrescu",https://cdn4.libris.ro/img/pozeprod/315/314557-1-small-1.jpg,314557
"Principiile unui Web Design de inalta calitate - Jason Beaird, James George, Alex Walker",https://cdn4.libris.ro/img/pozeprod/28551/28550977-1-small-1.jpg,28550977
